							
114	1.13	-96.553	26.664	377.015	157.18	24.72	373.536
115	1.14	-88.56	26.685	376.978	157.154	24.702	373.515
116	1.15	-80.62	26.727	376.902	157.124	24.737	373.506
117	1.16	-72.708	26.825	376.929	157.129	24.809	373.518
118	1.17	-64.748	26.878	376.846	157.109	24.886	373.566
119	1.18	-56.844	26.907	376.826	157.128	24.989	373.554
120	1.19	-48.925	27.004	376.813	157.132	25.098	373.566
121	1.2	-41.028	27.11	376.798	157.147	25.113	373.554
122	1.21	-33.111	27.153	376.766	157.138	25.051	373.6
123	1.22	-25.261	27.209	376.861	157.132	24.957	373.6
124	1.23	-17.363	27.218	376.647	157.13	24.891	373.542
125	1.24	-9.525	27.245	376.679	157.117	24.822	373.519
126	1.25	-1.701	27.2	376.664	157.133	24.778	373.517
127	1.26	6.153	27.143	376.576	157.115	24.757	373.53
128	1.27	14.002	27.205	376.607	157.129	24.809	373.518
129	1.28	21.817	27.27	376.6	157.137	24.887	373.529
130	1.29	29.662	27.261	376.553	157.126	24.945	373.6
131	1.3	32.782	27.282	377.493	161.401	25.387	374.107
132	1.31	35.688	27.414	377.392	165.36	25.492	374.255
133	1.32	38.615	27.539	376.624	169.02	25.294	373.789
134	1.33	41.292	27.665	376.565	172.315	24.849	373.563
135	1.34	43.866	27.632	376.614	175.584	24.677	373.602
136	1.35	46.416	27.498	376.469	178.938	24.752	373.451
137	1.36	48.946	27.382	376.591	182.196	24.962	373.578
138	1.37	51.435	27.27	376.492	185.482	25.135	373.631
139	1.38	53.965	27.219	376.546	188.716	25.294	373.708
140	1.39	56.49	27.268	376.46	191.972	25.317	373.665
141	1.4	58.954	27.417	376.509	195.195	25.212	373.622
142	1.41	61.439	27.549	376.594	198.404	25.055	373.623
143	1.42	63.926	27.654	376.566	201.609	24.914	373.645
144	1.43	66.397	27.7	376.554	204.851	24.873	373.616
145	1.44	68.87	27.686	376.556	208.081	24.949	373.606
