
116	1.15000	-20.025	46.023	373.545	198.836	46.830	373.913
117	1.16000	-12.898	46.040	373.484	198.845	46.811	373.913
118	1.17000	-5.797	46.085	373.509	198.879	46.804	373.888
119	1.18000	1.325	46.161	373.466	198.872	46.851	373.923
120	1.19000	8.412	46.232	373.471	198.895	46.884	373.910
121	1.20000	15.510	46.276	373.539	198.880	46.853	373.980
122	1.21000	22.659	46.301	373.506	198.902	46.859	374.002
123	1.22000	29.758	46.331	373.478	198.912	46.861	373.990
124	1.23000	36.843	46.351	373.434	198.890	46.834	373.979
125	1.24000	43.903	46.351	373.413	198.876	46.803	373.957
126	1.25000	50.989	46.325	373.381	198.903	46.762	373.944
127	1.26000	58.057	46.336	373.418	198.883	46.756	373.945
128	1.27000	65.118	46.376	373.382	198.849	46.764	373.901
129	1.28000	71.179	46.380	373.351	199.949	46.779	373.944
130	1.29000	72.558	46.353	373.491	205.340	46.606	374.337
131	1.30000	74.175	46.402	373.424	210.439	46.708	374.465 - KOLLISION
132	1.31000	75.632	46.478	373.419	215.229	46.891	374.371
133	1.32000	77.040	46.487	373.397	219.706	47.066	374.305
134	1.33000	78.496	46.476	373.392	223.943	47.205	374.044
135	1.34000	79.892	46.535	373.401	227.767	47.601	374.317
136	1.35000	81.302	46.588	373.408	231.839	47.160	373.991
137	1.36000	82.744	46.627	373.436	235.756	46.678	374.072
138	1.37000	84.157	46.642	373.468	239.521	46.643	374.103
139	1.38000	85.544	46.623	373.446	243.312	46.841	374.132
140	1.39000	86.962	46.573	373.385	247.047	47.078	374.079
141	1.40000	88.385	46.536	373.302	250.794	47.276	373.936
142	1.41000	89.761	46.509	373.322	254.432	47.363	373.966
143	1.42000	91.178	46.470	373.372	258.088	47.277	373.977
144	1.43000	92.568	46.517	373.395	261.690	47.160	374.090
145	1.44000	93.984	46.603	373.406	265.362	47.040	374.169
146	1.45000	95.479	46.618	373.452	269.024	46.939	374.260
